id,name,Title analysis,Components counts
21184526,Cozy soi Silom 3 condo. #16 (BTS Saladaeng&MRT),"['Descriptive Adjectives', 'Location Details', 'Property Type', 'Proximity to Transit']",4
21185949,Comfy Nest,"['Descriptive Adjectives', 'Themed Features']",2
21191965,"Quiet/Big/wifi Silom ,1 min walk BTS Saladang&MRT","['Descriptive Adjectives', 'Proximity to Transit']",2
21192257,City living space,['Themed Features'],1
21193361,Greenery Residence in Town,"['Themed Features', 'Location Details']",2
21197026,Sawasdee Bangkok,['Themed Features'],1
21200681,Condo for rent per 2 years,"['Property Type', 'Additional Services']",2
21208387,J Park at Chinnakhet Deluxe room,"['Location Details', 'Property Type', 'Themed Features']",3
21209134,Urban GardenHome 2BR2BA-Kitchen-3MintoBTS-storebag,"['Themed Features', 'Bedroom Count', 'Amenities', 'Proximity to Transit']",4
21220993,Cozy & Quiet room Center city near Skytrain/Metro,"['Descriptive Adjectives', 'Proximity to Transit']",2
21222241,Chao Phraya River View Designer Studio,"['View', 'Property Type', 'Descriptive Adjectives']",3
21233147,1BR 60 sqm. (3C),"['Bedroom Count', 'Property Type', 'Amenities']",3
21233530,Studio 30 sqm (1B),"['Property Type', 'Bedroom Count', 'Amenities']",3
21234048,Cozy & Quiet/BKK Center near Skytrain/Metro (S),"['Descriptive Adjectives', 'Proximity to Transit']",2
21245034,ZZz CozyHouse near Don Mueang Airport-10 mins walk,"['Descriptive Adjectives', 'Location Details', 'Proximity to Transit']",3
21245106,2 bdr 3 bath 110sqm Duplex 3 mn to ASOK & Nana BTS,"['Bedroom Count', 'Amenities', 'Property Type', 'Proximity to Transit']",4
21249824,Cozy private room surrounded by street food,"['Descriptive Adjectives', 'Themed Features']",2
21250762,Lovely Room With A View in Modern Central Bangkok,"['Descriptive Adjectives', 'View', 'Location Details']",3
21257504,Good location/Near BTS,"['Location Details', 'Proximity to Transit']",2
21258764,Cozy Private double room with bathroom + fan,"['Descriptive Adjectives', 'Property Type', 'Amenities']",3
21260859,Aspire wongsawang,['Themed Features'],1
21266304,Ideal location 8-bed room with private bathroomA/C,"['Location Details', 'Bedroom Count', 'Amenities']",3
21267402,Kozy Inn Service Apartment/ Executive Twin,"['Themed Features', 'Property Type', 'Amenities']",3
21274246,"Timmy's Apt.@Chidlom skytrain, Cozy&Convenient","['Location Details', 'Proximity to Transit', 'Descriptive Adjectives']",3
21284283,"Deluxe, king bed with balcony","['Descriptive Adjectives', 'Amenities']",2
21286908,Single Room with shared bathroom,"['Property Type', 'Amenities']",2
21290756,Private Room for Central Business in Bangkok,"['Property Type', 'Location Details', 'Themed Features']",3
21294138,The Group Room · The Group Room · The Group Room,['Themed Features'],1
21316704,We Condo,['Themed Features'],1
21317186,City Room 2 mins from MRT Suthisan Station,"['Proximity to Transit', 'Location Details']",2
21317206,1 Bed in 8-Bed Mixed Capsule Dorm,"['Bedroom Count', 'Property Type', 'Themed Features']",3
21319612,Nice room/Balcony/Kitchen,"['Descriptive Adjectives', 'Amenities']",2
21348281,"A2.7 Family room in Pratunam,Platinum,Airport Link","['Themed Features', 'Location Details', 'Proximity to Transit']",3
21352476,2BR BTS Ratchathewi,"['Bedroom Count', 'Proximity to Transit']",2
21354036,Standard Double bed with private bathroom,"['Amenities', 'Property Type']",2
21354548,1 Person in 4-Bed Mixed Dormitory Room,"['Bedroom Count', 'Property Type', 'Themed Features']",3
21354779,1BR CONDO METRO SUTTHISAN (200M) WIFI|POOL|GYM,"['Bedroom Count', 'Property Type', 'Proximity to Transit', 'Amenities']",4
21370153,CityView | Rooftop Pool | 2BR w/ Bathtub | Max6ppl,"['View', 'Amenities', 'Bedroom Count', 'Property Type']",4
21370799,Fully Equipped 1BR Apt/BTS ThongLo/Free Wifi/,"['Amenities', 'Bedroom Count', 'Property Type', 'Proximity to Transit']",4
21373288,Big Groups Heaven in Central Location,"['Themed Features', 'Location Details']",2
21378386,1 Bedroom condo with kitchen and washing machine,"['Bedroom Count', 'Property Type', 'Amenities']",3
21385936,PENTHOUSE top-floor apartment,"['Themed Features', 'Property Type']",2
21388194,We Condo,['Themed Features'],1
21391890,คอนโดลุมพินี พาร์ค นวมินทร์ ศรีบูรพา,['Location Details'],1
21392580,"Cozy home 17th fl., near Skytrain! 300 m. walk :)","['Descriptive Adjectives', 'Proximity to Transit']",2
21399698,"Cosy 2 bed condo on Sukhumvit, BTS Phra Khanong","['Descriptive Adjectives', 'Bedroom Count', 'Property Type', 'Proximity to Transit']",4
21399781,Le Vanvarothai-1 Bedroom(Saladaeng Residence),"['Property Type', 'Bedroom Count', 'Location Details']",3
21401474,1 Bed in 8-Bed Female Dorm near Don Mueang Airport,"['Bedroom Count', 'Property Type', 'Location Details']",3
21407360,Bev33: CityCentre Traveler Studio. 5 min to BTS.,"['Themed Features', 'Proximity to Transit']",2
21412661,2 bedrooms duplex next to BTS thonglor station,"['Bedroom Count', 'Property Type', 'Proximity to Transit']",3
21422044,3BR+private veranda;Khaosan/Old Town; w/ Breakfast,"['Bedroom Count', 'Amenities', 'Themed Features']",3
21426981,Belle Grand Rama 9 @ 33 floor with BKK city view,"['View', 'Location Details', 'Proximity to Transit']",3
21428443,2BR sleeps 9; Khaosan/Old Town; Breakfast&WiFi,"['Bedroom Count', 'Themed Features', 'Amenities']",3
21430673,หมู่บ้านธนาพัฒน์เฮ้าส์,['Location Details'],1
21431477,"Superior, twin beds","['Amenities', 'Property Type']",2
21434292,"Suite, twin beds with bathtub","['Amenities', 'Property Type']",2
21435743,[AnotherHaus]Garden Loft - BKKairport- HuaMak sta.,"['Themed Features', 'Location Details', 'Proximity to Transit']",3
21440753,Bangkok downtown studio. BTS/MRT (8 mins),"['Location Details', 'Property Type', 'Proximity to Transit']",3
21440898,"BTS BEARING station, cosy room/WIFI, Bangna","['Proximity to Transit', 'Descriptive Adjectives', 'Amenities']",3
21441797,"New Condo near BTS Thonglor, Comfortable at ease.","['Property Type', 'Proximity to Transit', 'Descriptive Adjectives']",3
21445539,3Bedrooms 210sqm./6ppl/Sukhumvit 49@Thong lor/Pool,"['Bedroom Count', 'Amenities', 'Property Type', 'Location Details']",4
21446726,Chapter one Modern Dutch.,['Themed Features'],1
21447481,Room set on Ramintra road.,['Location Details'],1
21451210,1 Bed in 8-Bed Mixed Dorm near Don Muang Airport,"['Bedroom Count', 'Property Type', 'Location Details']",3
21455340,2 big bedroom with 2 bathroom. 7min walk to subway,"['Bedroom Count', 'Amenities', 'Proximity to Transit']",3
21462529,Ideo verse ratchaprarop condo,"['Location Details', 'Property Type']",2
21471655,"5 Mins BTS,SPACIOUS, 2 BR, 140 Sqm.Central Located","['Proximity to Transit', 'Descriptive Adjectives', 'Bedroom Count', 'Property Type', 'Location Details']",5
21477496,Shophaus entire 4th fl. Soi Sukhumvit 31,"['Property Type', 'Location Details']",2
21478284,★4BDs Design House ★ w/ large living and working,"['Bedroom Count', 'Themed Features', 'Amenities']",3
21478791,Porntip-RAMA 8-Homestay-Room 3,"['Location Details', 'Themed Features']",2
21479757,"1 Bed in a Mixed Dorm - Wayha Hostel, Don Mueang","['Bedroom Count', 'Property Type', 'Location Details']",3
21484017,The Largest Luxury Suite 3BR/Wi-Fi/JODD Fair,"['Bedroom Count', 'Amenities', 'Themed Features']",3
21525541,บุศรินทร์ รามอินทรา,['Location Details'],1
21533093,Thart,['Themed Features'],1
21533475,Thart the garden.,['Themed Features'],1
21546178,Nice private room at the best area in Bangkok,"['Descriptive Adjectives', 'Location Details']",2
21547746,Ekkamai5minuteByWalkBig1bedroom,"['Proximity to Transit', 'Bedroom Count', 'Descriptive Adjectives']",3
21552831,Taopoon Mansion Building A Studio 32 sqm,"['Property Type', 'Amenities']",2
21554031,Home away from home Chatuchak close to BTS,"['Themed Features', 'Location Details', 'Proximity to Transit']",3
21561329,"Comfy Room, 2min to BTS, BITEC,Free WiFi-Netflix","['Descriptive Adjectives', 'Proximity to Transit', 'Amenities']",3
21568058,Second Home,['Themed Features'],1
21569807,Amazing ROOM! 2beds/ Thonglor area/5mins to BTS,"['Descriptive Adjectives', 'Bedroom Count', 'Proximity to Transit']",3
21570673,"Special offer ! Cozy room , work from home, wifi","['Descriptive Adjectives', 'Amenities', 'Themed Features']",3
21597901,Aspire Erawan,['Themed Features'],1
21597932,"Muji style Room for 4ppl- close to BTS, ICON Siam","['Themed Features', 'Proximity to Transit', 'Location Details']",3
21599362,18,[],0
21601200,Modern Living & River Font City Center,"['Themed Features', 'Location Details']",2
21601258,506 Young and Beautiful,['Themed Features'],1
21603111,GREAT DEAL Morden Studio near BTS/MRT/NANA/ASOKE,"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit']",3
21610858,506 VIP,['Themed Features'],1
21614385,Nantiruj - 64 sqm Deluxe One-bedroom (D2) @Nana,"['Property Type', 'Amenities', 'Location Details']",3
21617434,BKK View Cozy Living Rich Park @ Bangson MRT,"['View', 'Descriptive Adjectives', 'Location Details', 'Proximity to Transit']",4
21624787,ISSaRA best comfy bed in old town,"['Themed Features', 'Descriptive Adjectives']",2
21636442,Nantiruj - 54 sqm Studio One-bedroom (S5) @Nana,"['Property Type', 'Amenities', 'Location Details']",3
21636719,"2. Saladaeng Residences, BTS/MRT Silom-Siam-Chula","['Location Details', 'Proximity to Transit']",2
21636890,King Bed 2min to BTS with SkyBar/Pool/Gym/Jacuzzi,"['Amenities', 'Proximity to Transit']",2
21637166,2 Pool View Bedrooms for Families and Friends :),"['View', 'Bedroom Count', 'Themed Features']",3
21642849,บ้านเช่ารายเดือน/หมู่บ้านสินทวีสวนธน3,['Location Details'],1
21648541,Happy condo Ladprao 101 (by Saranpart),"['Themed Features', 'Location Details']",2
21649790,Nantiruj - 94 sqm One-bedroom (G1) @Nana,"['Property Type', 'Bedroom Count', 'Location Details']",3
21649839,"Walk to Bite&BTSBangna,Fitness&Pool FreeTM30 #A3","['Proximity to Transit', 'Amenities', 'Additional Services']",3
21652039,PAMAhouse : Room for Family or Friends 4 persons,"['Property Type', 'Additional Services', 'Guest Capacity']",3
21652305,"TC Green CONDO 1 BR, 23th fl., Near MTR/RCA","['Property Type', 'Bedroom Count', 'Floor Level', 'Proximity to Transit']",4
21667553,Double D Rooms & Cafe (Family Room),"['Property Type', 'Themed Features', 'Guest Capacity']",3
21667727,"T1#FreeTM30,WalktoBangna BTS, Skydeck,Fitness,Pool","['Proximity to Transit', 'Amenities', 'Additional Services']",3
21669676,ที่พักสะอาด ใกล้แหล่งบันเทิง ห้องนอนวิวสระว่ายน้ำ,"['Descriptive Adjectives', 'Location Details', 'View']",3
21669858,Studio Room 10 mins to Don Mueang Airport (DMK),"['Property Type', 'Proximity to Transit', 'Additional Services']",3
21670584,Thea Serviced Apartment,"['Property Type', 'Themed Features']",2
21674230,"Spacious w stunting views,entire  place,high floor","['Descriptive Adjectives', 'View', 'Floor Level']",3
21684885,Minimal Room for 4-8pax at BTS Wongwianyai,"['Descriptive Adjectives', 'Guest Capacity', 'Proximity to Transit']",3
21692397,Cozy 1 BR / 2 minutes from BTS Chongnonsri station,"['Descriptive Adjectives', 'Bedroom Count', 'Proximity to Transit']",3
21706891,Forty Seven View by pattiya,"['Themed Features', 'View']",2
21715651,"Baan Vaneeda, antique house w/secluded garden 104","['Property Type', 'Themed Features', 'View']",3
21717618,506 Love You to the Moon and Back.,['Themed Features'],1
21718129,The Green Garden Terrace Studio/Wi-Fi/MRT/Pool,"['Property Type', 'Themed Features', 'Amenities', 'Proximity to Transit']",4
21718561,Ubol Female Apartment,"['Property Type', 'Themed Features']",2
21731803,Cozy room 50 steps to River View,"['Descriptive Adjectives', 'Proximity to Transit', 'View']",3
21734542,Stylish/Cozy Brand New 1BR 100m to MRT Lat phrao,"['Descriptive Adjectives', 'Property Type', 'Bedroom Count', 'Proximity to Transit']",4
21736366,Twin Room for 4; Khaosan/Old Town; Breakfast&WiFi,"['Property Type', 'Guest Capacity', 'Location Details', 'Additional Services']",4
21740127,Great Location close to down town near river,"['Descriptive Adjectives', 'Location Details', 'View']",3
21745601,Large Room for 5; Khaosan/Old Town; Breakfast&WiFi,"['Descriptive Adjectives', 'Guest Capacity', 'Location Details', 'Additional Services']",4
21745831,Private&Cozy apartment#9 Silom 3 BTS Saladaeng,"['Descriptive Adjectives', 'Property Type', 'Location Details']",3
21746150,TopFloor+veranda; Khaosan/Old Town; Breakfast&WiFi,"['Floor Level', 'Themed Features', 'Location Details', 'Additional Services']",4
21746365,Private&Cozy apartment#10 Silom 3 BTS Saladaeng,"['Descriptive Adjectives', 'Property Type', 'Location Details']",3
21758612,The Gallery House near BKK Airport & Airport Link,"['Property Type', 'Location Details', 'Proximity to Transit']",3
21774509,BTS E5 & EmSphere | Luxury 1BR (2024 Reno),"['Proximity to Transit', 'Location Details', 'Property Type', 'Bedroom Count', 'Themed Features']",5
21781172,ROOFTOP POOL* GYM*Step to BTS*1BR★ ★ ★ ★ ★,"['Amenities', 'Proximity to Transit', 'Property Type', 'Bedroom Count']",4
21787242,"Bunk bed sleep 2 with Private bathroom, Cacha bed","['Property Type', 'Guest Capacity', 'Amenities']",3
21788920,First stop of Bangkok(walk to MRT only 2 minutes),"['Themed Features', 'Proximity to Transit']",2
21795092,Private&Cozy apartment#6 Silom 3 BTS Saladaeng,"['Descriptive Adjectives', 'Property Type', 'Location Details']",3
21795722,Private&Cozy apartment#7 Silom 3 BTS Saladaeng,"['Descriptive Adjectives', 'Property Type', 'Location Details']",3
21796159,Private&Cozy apartment#8 Silom 3 BTS Saladaeng,"['Descriptive Adjectives', 'Property Type', 'Location Details']",3
21808515,ราชันเฮ้าส์,['Property Type'],1
21809484,Double D Rooms & Cafe (Double Room),"['Property Type', 'Themed Features']",2
21817325,Designer•House•POOL•ICONSIAM•BKK•BTS•No.3,"['Themed Features', 'Property Type', 'Amenities', 'Location Details', 'Proximity to Transit']",5
21818462,Furnished 1Bedroom 37.5 sqm (Bangna Trad Rd),"['Property Type', 'Bedroom Count', 'Size', 'Location Details']",4
21819972,Jaruwan House,['Property Type'],1
21821252,Condo 2bedrooms in Bangna,"['Property Type', 'Bedroom Count', 'Location Details']",3
21823233,Cozy apartment heart of BANGKOK,"['Descriptive Adjectives', 'Property Type', 'Location Details']",3
21824058,"Private Room, Cozy & Clean by Smile GrayRoom","['Property Type', 'Descriptive Adjectives', 'Themed Features']",3
21830417,"Charming 1 BedRM @Sukhumvit, Bangkok","['Descriptive Adjectives', 'Property Type', 'Bedroom Count', 'Location Details']",4
21832814,Great located Comfy Studio BTS Thong Lo☆☆☆☆☆,"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit']",3
21835287,Private One-bedroom Suite near BTS Phyathai,"['Property Type', 'Bedroom Count', 'Proximity to Transit']",3
21840654,"Cozy Moment BTS Nana / Asok, MRT Sukhumvit@Bangkok","['Descriptive Adjectives', 'Proximity to Transit', 'Location Details']",3
21841571,COZY 3BR 18FL./ WIFI/ CLOSE TO EVERYTHING YOU NEED,"['Descriptive Adjectives', 'Bedroom Count', 'Floor Level', 'Amenities', 'Additional Services']",5
21845390,Restful Place High Floor Nice Pool & View near MRT,"['Descriptive Adjectives', 'Floor Level', 'Amenities', 'View', 'Proximity to Transit']",5
21851946,A Luxurious 1 BR Condo in the heart of Bangkok,"['Descriptive Adjectives', 'Property Type', 'Bedroom Count', 'Location Details']",4
21876488,Luxurious Modern 1BR in Sukhumvit next to Nana BTS,"['Descriptive Adjectives', 'Property Type', 'Bedroom Count', 'Location Details', 'Proximity to Transit']",5
21891673,Premium fully furnish and comfortable townhome,"['Descriptive Adjectives', 'Property Type', 'Amenities']",3
21892849,Extra large room near Khaosan up to 6 people #3,"['Descriptive Adjectives', 'Property Type', 'Location Details', 'Guest Capacity']",4
21900857,Nice Resort-like Condo in Central Bangkok,"['Descriptive Adjectives', 'Property Type', 'Location Details']",3
21902299,Extra large room near Khaosan up to 6 people #2,"['Descriptive Adjectives', 'Property Type', 'Location Details', 'Guest Capacity']",4
21902645,Extra large room near Khaosan up to 6 people #4,"['Descriptive Adjectives', 'Property Type', 'Location Details', 'Guest Capacity']",4
21905912,Crane nest 12 mansion view,"['Themed Features', 'View']",2
21918200,MOVY-Private Studio Room with Shared Bathroom,"['Property Type', 'Themed Features', 'Amenities']",3
21919905,MOVY-Triple Room with Shared Bathroom near BTS,"['Property Type', 'Themed Features', 'Amenities', 'Proximity to Transit']",4
21939571,"Opening Garden space in Bangkok No.1,Free WiFi","['Themed Features', 'Amenities', 'Location Details']",3
21942316,The Parkland Srinakarin Lakeside,"['Property Type', 'Location Details', 'View']",3
21942540,Big suite near Khaosan/Downtown up to 6 per. #116,"['Descriptive Adjectives', 'Property Type', 'Location Details', 'Guest Capacity']",4
21942763,Big Apt near Khoasan/Grand Palace Up to 6 per.#124,"['Descriptive Adjectives', 'Property Type', 'Location Details', 'Guest Capacity']",4
21942846,Big Apt near Khaosan/Grand palace Up to 6 Per.#126,"['Descriptive Adjectives', 'Property Type', 'Location Details', 'Guest Capacity']",4
21942959,Big Apt near Khaosan/Grand palace Up to 6 Per.#115,"['Descriptive Adjectives', 'Property Type', 'Location Details', 'Guest Capacity']",4
21952364,MOVY-4 Capsule Mixed Dorm with private Bathroom,"['Property Type', 'Themed Features', 'Amenities']",3
21953116,1 Bed in Capsule 6 Beds Mixed Dorm near BTS,"['Property Type', 'Bedroom Count', 'Guest Capacity', 'Proximity to Transit']",4
21957932,"""Serviced 1 Bed Panoramic SkyVillas""","['Property Type', 'Bedroom Count', 'Themed Features', 'View']",4
21966715,Private Apartment (Wooden Floor) - 2 Bedroom 中文服务,"['Property Type', 'Bedroom Count', 'Themed Features', 'Additional Services']",4
21968042,Clean&Wide 45 sqm. near MRT Wongsawang & JJ.Market,"['Descriptive Adjectives', 'Size', 'Proximity to Transit', 'Location Details']",4
21977873,[AnotherHaus] LadyPlum - BKK airport- HuaMak sta.,"['Themed Features', 'Location Details', 'Proximity to Transit']",3
22002024,"Condo Fuse Mobius , 28 minute to the airport.","['Property Type', 'Proximity to Transit']",2
22019184,Charming 2BedRM in Center of Bangkok,"['Descriptive Adjectives', 'Bedroom Count', 'Location Details']",3
22052635,Savi Rooms Super Deluxe studio (1) nr Bkk hospital,"['Property Type', 'Themed Features', 'Location Details']",3
22054377,BKK/Shopping Center/Platinum+Siam/LGBTQ Friendly,"['Location Details', 'Themed Features']",2
22068156,Beautiful vacation home. Town Avenue Sansiri,"['Descriptive Adjectives', 'Property Type', 'Location Details']",3
22070861,"En-suite 4-Bed Female Dorm, 2 mins walk to subway","['Property Type', 'Guest Capacity', 'Amenities', 'Proximity to Transit']",4
22075328,"6-Bed Mixed Dorm, 2 mins walk to MRT subway.","['Property Type', 'Guest Capacity', 'Proximity to Transit']",3
22097083,Luxury Sky swimming pool in central,"['Descriptive Adjectives', 'Amenities', 'Location Details']",3
22099017,Shophaus entire 3rd fl. Soi Sukhumvit 31,"['Property Type', 'Floor Level', 'Location Details']",3
22100179,Park 24 Condo near Phrom Phong BTS&Luxury Mall,"['Property Type', 'Proximity to Transit', 'Location Details']",3
22107194,Huge 2 bedrooms (Wooden Floor) in Thong Lo 中文服务,"['Descriptive Adjectives', 'Bedroom Count', 'Themed Features', 'Location Details', 'Additional Services']",5
22110378,"Superb one bed room in CBD, Brand new furniture","['Descriptive Adjectives', 'Bedroom Count', 'Location Details', 'Amenities']",4
22110916,"4-6pax, nest at Rama3, BRT Wat Dan","['Guest Capacity', 'Location Details', 'Proximity to Transit']",3
22125527,The parkland condominium,"['Property Type', 'Location Details']",2
22132208,"Issara, IN OLD TOWN","['Property Type', 'Location Details']",2
22132900,Heart of silom free Wi-Fi deluxe,"['Location Details', 'Amenities', 'Themed Features']",3
22142840,Baan Mek Mok @Soi Sukhumvit 64,"['Property Type', 'Location Details']",2
22143833,"@ Sukhumvit64 #BTS,30 Mins from BKK Airport","['Location Details', 'Proximity to Transit']",2
22144221,"40% off Long Stay, WFH/Study, Balcony, Comfy for 2","['Additional Services', 'Amenities', 'Themed Features', 'Guest Capacity']",4
22151766,"BITEc studio, 5 mins to BTS Udomsuk","['Property Type', 'Proximity to Transit']",2
22155424,Fully Cozy Room,"['Descriptive Adjectives', 'Property Type']",2
22156270,Heart of silom group of 4 free Wi-Fi,"['Location Details', 'Guest Capacity', 'Amenities']",3
22156894,Heart of silom group of 8 free wifi,"['Location Details', 'Guest Capacity', 'Amenities']",3
22156917,"1br@BTS PhromPhong,Skytop pool/Gym@50F,NetFlix","['Bedroom Count', 'Proximity to Transit', 'Amenities', 'Floor Level', 'Additional Services']",5
22161613,1 minute walking to MRT RAMA9,['Proximity to Transit'],1
22166312,Twin House – Cozy Vibrant Room w/ Sliding Door,"['Property Type', 'Descriptive Adjectives', 'Themed Features']",3
22168424,Bangkok comfortable residence(Close to MRT  2 min),"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit']",3
22169690,Cozy studio FreeWifi+Gym+pool at BTS KrungThonBuri,"['Descriptive Adjectives', 'Property Type', 'Amenities', 'Proximity to Transit']",4
22171528,"Private Room 6-Bed with Bathroom, close to subway.","['Property Type', 'Guest Capacity', 'Amenities', 'Proximity to Transit']",4
22172577,"MyView One Bedroom 50sqm. 4th fl. RM1  ,BTS Nana","['Property Type', 'Bedroom Count', 'Size', 'Floor Level', 'Proximity to Transit']",5
22173614,Fully furnished near sky train,"['Amenities', 'Proximity to Transit']",2
22181045,"Apartment with great city view 5 Min.2 BTS, Mall.","['Property Type', 'View', 'Proximity to Transit', 'Amenities']",4
22181208,Unique 270°Pano CBD view@Silom Sathon a min to BTS,"['Descriptive Adjectives', 'View', 'Location Details', 'Proximity to Transit']",4
22185668,Architect's House near Chatuchak Market,"['Property Type', 'Location Details', 'Themed Features']",3
22186491,"Just renovated ! private room ,MRT TCC,","['Descriptive Adjectives', 'Property Type', 'Proximity to Transit']",3
22195842,Fully furnished opposite Central Ladprao,"['Amenities', 'Location Details', 'Proximity to Transit']",3
22196253,Cozy 2BR/WIFI/POOL/BTSThonglor-Hippest District.,"['Descriptive Adjectives', 'Bedroom Count', 'Amenities', 'Proximity to Transit', 'Location Details']",5
22196441,Udee Bangkok Hostel (Double en-suite),"['Property Type', 'Amenities', 'Themed Features']",3
22217367,Family 8 beds room (2nd),"['Property Type', 'Bedroom Count', 'Themed Features']",3
22218113,曼谷silom-女性民宿-打开窗邂逅夏天woman only,"['Location Details', 'Property Type', 'Themed Features']",3
22222063,40% OFF Luxury condo 200m to MRT with Pool and GYM,"['Discount', 'Property Type', 'Proximity to Transit', 'Amenities']",4
22228143,❤ Cozy Studio Across From Asiatique Night Market.❤,"['Descriptive Adjectives', 'Property Type', 'Location Details', 'Proximity to Transit']",4
22232892,Exclusive Pool Villa in Prime Thonglor,"['Descriptive Adjectives', 'Amenities', 'Property Type', 'Location Details']",4
22234460,SB Place @Nak Niwat 16,"['Location Details', 'Property Type']",2
22243750,"Great location,Nice view,Brand new,near skytrain","['Descriptive Adjectives', 'Location Details', 'View', 'Proximity to Transit']",4
22251564,"My parents place , Chao Phraya River","['Location Details', 'View', 'Themed Features']",3
22254936,Via31 Sukhumvit31,"['Location Details', 'Property Type']",2
22256196,Savi Rooms Premium (1) Near Bkk & Piyavet hospital,"['Property Type', 'Themed Features', 'Location Details']",3
22258920,I’m Home Where Happiness is.,['Themed Features'],1
22271333,Cozy home at Nak Niwat 37,"['Descriptive Adjectives', 'Location Details', 'Property Type']",3
22273228,Just 7 mins from Subway in new CBD area ☆!!,"['Proximity to Transit', 'Location Details', 'Descriptive Adjectives']",3
22279911,Beautiful 2 BR at good location. Near MRT & Mall,"['Descriptive Adjectives', 'Bedroom Count', 'Location Details', 'Proximity to Transit', 'Amenities']",5
22283076,Minimalist Studio in City Center Condo with Pool,"['Descriptive Adjectives', 'Property Type', 'Location Details', 'Amenities']",4
22284287,Regent22,['Property Type'],1
22284434,"Condominium near Krirk University, Train, Airport","['Property Type', 'Location Details', 'Proximity to Transit']",3
22295995,Central Bangna-Modern 1-BR (Central Bangna view),"['Location Details', 'Descriptive Adjectives', 'Bedroom Count', 'View']",4
22297593,Room size 34sqm. Near BTS Thonglor,"['Amenities', 'Proximity to Transit', 'Location Details']",3
22301682,Apartment with balcony @ Sukhumvit 64,"['Property Type', 'Amenities', 'Location Details']",3
22302274,"2BR Free WiFi,54 Sq.m 2 mins to BTS ON-NUT","['Bedroom Count', 'Amenities', 'Area Size', 'Proximity to Transit', 'Location Details']",5
22316847,"Cool & Comfy 5 min. to BTS ,Private Wifi in room.","['Descriptive Adjectives', 'Proximity to Transit', 'Amenities']",3
22317732,คอนโดนาวีเพลส,['Property Type'],1
22327424,Lady M Hostel Suvarnabhumi Airport,"['Property Type', 'Location Details', 'Themed Features']",3
22328810,Designer•House•POOL•ICONSIAM•BKK•BTS•No.24,"['Descriptive Adjectives', 'Property Type', 'Amenities', 'Location Details', 'Proximity to Transit']",5
22330068,ออมนิ เทาเวอร์,['Property Type'],1
22330857,KIT-TI’s Art Home | stylish living in Sukhumvit,"['Themed Features', 'Property Type', 'Location Details']",3
22335241,The Perfect Charming Suite : 1BR/WIFI/Pool/MRT,"['Descriptive Adjectives', 'Bedroom Count', 'Amenities', 'Proximity to Transit']",4
22336410,♥ Cozy room in 50's house with private bathroom  ♥,"['Descriptive Adjectives', 'Property Type', 'Themed Features', 'Amenities']",4
22336521,The Beauty Sky Suite :1 BR /MRT/Pool/WIFI,"['Descriptive Adjectives', 'Bedroom Count', 'Proximity to Transit', 'Amenities']",4
22343890,Riverside room with best view in heart of BKK,"['Property Type', 'View', 'Location Details']",3
22346837,Luxury Room near BTS Bangchak with Pool & Gym,"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit', 'Amenities']",4
22348457,lIKE HOME QUAD ROOM,"['Themed Features', 'Property Type']",2
22349792,BEST DOWNTOWN: Dream home in BANGKOK & speed WiFi,"['Descriptive Adjectives', 'Location Details', 'Themed Features', 'Amenities']",4
22351252,Luxury Room near BTS Bangchak with Pool & Gym,"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit', 'Amenities']",4
22351415,Luxury Room near BTS Bangchak with Pool & Gym,"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit', 'Amenities']",4
22351471,Luxury Room near BTS Bangchak with Pool & Gym,"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit', 'Amenities']",4
22363300,Unio Rama2-Thakham,"['Location Details', 'Property Type']",2
22368365,"Private Room 4-Bed, 2 Mins Walk to MRT Subway","['Property Type', 'Bedroom Count', 'Proximity to Transit']",3
22383523,Condo I-House Laguna Garden RCA Behind Sukhumvit,"['Property Type', 'Location Details']",2
22383541,Cozy Condo + WIFI & Pool - 5 mins. to MRT/Subway,"['Descriptive Adjectives', 'Property Type', 'Amenities', 'Proximity to Transit']",4
22384509,Exclusive POOL VIEW  1BR@BTS ONNUT★ ★ ★ ★ ★,"['Descriptive Adjectives', 'Amenities', 'Bedroom Count', 'Proximity to Transit', 'Location Details']",5
22385082,18th，曼谷中心一房雅致公寓套房#四面佛2km  康民医院500m,"['Bedroom Count', 'Location Details', 'Descriptive Adjectives', 'Property Type']",4
22392722,"Light  Jatujak  for  4  People ,Quadruple","['Descriptive Adjectives', 'Property Type', 'Bedroom Count']",3
22404446,T.C.Green Rama9,"['Location Details', 'Property Type']",2
22413128,"Private’n Cheap, Close to Tao Poon MRT & JJ Market","['Descriptive Adjectives', 'Property Type', 'Proximity to Transit', 'Location Details']",4
22413168,NOBLE THONGLOR Near BTS+ Fast WIFI + best location,"['Descriptive Adjectives', 'Location Details', 'Proximity to Transit', 'Amenities']",4
22430256,PremiumRiverviewSuiteF3:55”4KTV Netflix+50MBWIFI,"['Descriptive Adjectives', 'View', 'Amenities', 'Property Type']",4
